-8.637499005329025703e-01,1.660092175462628550e+00,9.095547196270851176e-01,6.292035184526473257e-01,-9.388339703363837163e-01,-1.049562480530888964e+00,-1.811071311041670295e+00,2.041081809950946457e+00,-1.196666416049266601e+00,6.274521311900923548e-01,1.929152900117938829e+00,-2.371692164514126455e-01,-6.729569656082500240e-01,2.971671706522137635e-01,2.231861711809242366e-01,-1.077014023114698071e+00,1.955819602406327212e-02,-2.886441207789529062e-01,1.870443805522431280e+00,-1.521027144613359638e+00,0.000000000000000000e+00
5.928502635471387672e-01,5.951773740080531505e-01,-2.570517227074927691e-01,1.653886365595395924e+00,-1.046023276136980318e+00,5.204366014678476482e-01,7.753540964940224267e-01,-6.826231092069550144e-01,2.531578960392721900e-01,-1.020606387037066076e+00,-1.207947109039918088e+00,1.942664095508891964e-01,1.482168018401563758e+00,4.638711790342496533e-02,9.865800464163232419e-01,-8.587446479132673227e-01,-3.206561967166748212e-02,2.752083945442777679e+00,1.719839674803181062e-01,1.429899230857161418e+00,0.000000000000000000e+00
1.459451890326205037e+00,2.367483508022930339e-01,-1.594822326654981692e+00,-2.812131698263550805e-01,-1.093380389755024051e+00,-2.453266808271447885e-01,-5.845180931009313907e-01,2.102116780683827457e+00,-2.318553581941710462e+00,-1.607207289217198909e+00,-1.757656892008611527e+00,2.547283724663001792e+00,1.056296904829212346e+00,-8.118866229799162060e-01,-4.819095557163580734e-01,6.524206762381149494e-01,1.524871670976680749e+00,1.083806675444556999e+00,7.356249404686651117e-01,5.250834084418358749e-01,1.000000000000000000e+00
2.856661126202053036e-01,-1.099275391047243033e+00,-4.152542187606667601e-01,-4.193707878081130991e-01,8.114734150693372339e-01,-5.088670408624561547e-01,-4.188114867816377096e-01,1.107129103723201308e-01,1.617812679132966669e-01,1.530912929463547290e+00,-4.670673283450881841e-01,-2.673755176592641503e-01,-7.800127738563563673e-01,4.711015038323579929e-01,8.557568669346123924e-01,5.722040071209638645e-01,7.012942928444296786e-01,4.479220216148214750e-01,-9.185965700990657012e-01,-9.658313892959188296e-01,1.000000000000000000e+00
1.119838401262755356e+00,-1.298321006666688815e+00,-9.334317143937856942e-01,9.903926661264507159e-01,-1.153942662738791425e+00,-1.654093584686455065e+00,-3.752785879825923376e-01,6.031003262241397822e-01,-1.260630491110723006e-01,-8.914734671319922699e-01,1.614967184722942317e+00,2.241073713913074084e+00,7.441668540452277547e-01,3.358905167529059321e-01,3.225519947917830366e-01,-5.925761848257321551e-01,-5.961202307635585784e-01,-6.979451319043986079e-02,-3.883728795083842434e-03,4.619428826491520090e-02,1.000000000000000000e+00
-1.931912276116988791e-01,-6.349394501719614059e-01,2.889456687513028976e-01,-4.252667450904625834e-01,-1.242153962220788666e+00,1.155896907681494223e+00,1.980278995238704542e-01,-7.501286351913478700e-01,-4.907318224671152196e-01,-6.259462324022132540e-01,1.790787005795078102e-01,7.767283625777802181e-01,-3.428381280667919945e-02,-4.759054477959172580e-01,9.488612656714182636e-01,-7.566670009750228187e-01,-1.726422437032874013e-01,2.295929697502384695e-02,-2.306744223167061847e+00,7.960841956973805367e-01,1.000000000000000000e+00
-2.713270562140586151e-01,-3.463040822709422678e-02,6.769374039167356250e-01,1.984347615214574478e+00,1.319137785369984828e+00,1.273364553595029092e+00,1.354423545722826416e+00,1.587687088721991824e+00,1.299515258312838428e+00,9.390463112946042523e-01,-4.828142424171166236e-01,4.581245514325026913e-01,-8.701706361633949616e-01,1.323947541536887762e+00,8.171721081586329483e-01,-1.457662909026578579e-01,3.215893296909354548e-01,1.036697537329224067e-01,-3.802711362900585423e-01,1.948897208897391709e+00,1.000000000000000000e+00
1.050045782151391771e+00,-1.327972153271955058e+00,3.506981143133923173e-01,-9.639836432310908143e-03,-4.899093820009124967e-01,-2.215525603002860056e+00,7.446028182446287613e-03,9.376346507520829654e-01,1.072804078378426285e+00,-5.273456942427442451e-01,2.144955477218692064e+00,1.961562444453983645e+00,-2.212579354358955863e-01,-1.917967429226608844e-01,9.376246875596410124e-01,-2.785361909110380396e-01,2.321659199696772535e-01,1.310072971597421310e+00,1.245287557540551537e+00,-5.472165057863889182e-01,1.000000000000000000e+00
2.534069214366035383e-01,9.432299318703113444e-01,6.175234520449016662e-01,1.720167039132964315e-01,2.540486649895741800e-01,7.101583278289941292e-01,7.269037629748815732e-01,6.887628020228221404e-01,-1.381362806249852193e+00,2.418840831431110505e+00,-8.664040323737998150e-01,-4.666277829531423893e-01,3.531658696415860277e-01,1.180492251861335433e-02,-7.996047829829450171e-01,1.203234651692004220e-01,-9.657923141437037007e-01,-5.918063088271026118e-01,3.046803624747438377e-01,1.324462789072623270e+00,1.000000000000000000e+00
2.750285895072667186e-01,6.072496899578089247e-01,-6.143370461073207611e-01,7.044330098602673562e-01,1.132623678716422111e+00,5.973543169352949489e-01,4.888861948702220017e-01,1.064888324497546224e+00,1.096721562779545911e+00,-1.013601638314110209e+00,7.582351602733649054e-01,6.192695403874470816e-02,5.445701093182890862e-01,-3.632948064675690092e-01,9.717535581053905469e-01,4.092285270848699530e-01,1.052649636378703235e+00,3.535128332098445569e-01,3.380509471923445197e-01,8.304516334116561482e-02,0.000000000000000000e+00
