4.242424242424242542e-01,1.025042191985084061e+00
7.070707070707071829e-02,3.955045710966446637e-01
2.222222222222222376e-01,9.073243883296326917e-01
9.292929292929293927e-01,3.652947807898825339e-01
6.666666666666667407e-01,1.190180425407703080e+00
7.474747474747475140e-01,7.712874585341682465e-01
7.979797979797980112e-01,8.865002733401199375e-01
2.020202020202020443e-01,6.171056160944263791e-01
5.757575757575758013e-01,1.410904077576621951e+00
4.040404040404040886e-01,1.234999572896898101e+00
9.090909090909091161e-02,7.712227858755773546e-01
4.646464646464646964e-01,1.199272586181469480e+00
3.535353535353535914e-01,1.326244113051779472e+00
4.343434343434343647e-01,1.162430315290467364e+00
9.696969696969697239e-01,-1.674381277542985602e-02
8.080808080808081495e-02,5.138496226791545718e-01
1.818181818181818232e-01,7.733471448293529615e-01
8.383838383838384534e-01,7.188282017817200220e-01
6.262626262626262985e-01,1.407602686107646051e+00
6.767676767676767957e-01,1.098880899932567434e+00
1.212121212121212155e-01,7.461143211048424373e-01
4.949494949494949725e-01,1.026233888279774353e+00
8.888888888888889506e-01,3.982166617629289695e-01
0.000000000000000000e+00,4.807758268490233133e-01
2.323232323232323482e-01,9.422422879455912836e-01
2.727272727272727626e-01,7.988251469626718171e-01
9.797979797979798899e-01,-1.144430500623356828e-01
1.414141414141414366e-01,5.468831159883418280e-01
1.111111111111111188e-01,5.723270474546553466e-01
2.525252525252525415e-01,6.554653142958501988e-01
8.484848484848485084e-01,5.090147832461962007e-01
7.070707070707071829e-01,1.337386027767091701e+00
5.050505050505050830e-01,1.244213753478660145e+00
4.444444444444444753e-01,1.410740395259040048e+00
5.353535353535353591e-01,1.258367474383162099e+00
5.151515151515152491e-01,1.191496140565678097e+00
3.434343434343434809e-01,1.183023539838528926e+00
1.919191919191919338e-01,7.368171857212029163e-01
5.050505050505051108e-02,3.755411739228419199e-01
6.060606060606060774e-01,1.316679871276207781e+00
4.747474747474748069e-01,1.263866678336202032e+00
4.040404040404040747e-02,4.717005162584072542e-01
2.929292929292929282e-01,1.183604179809444990e+00
6.464646464646465196e-01,1.054588397342898443e+00
9.393939393939394478e-01,4.795835363453798683e-02
5.252525252525253041e-01,1.210449856145306313e+00
1.515151515151515194e-01,6.551797546962589980e-01
1.313131313131313260e-01,5.825936903759152408e-01
6.565656565656565746e-01,1.379490769023092200e+00
6.868686868686869618e-01,1.280836953513444287e+00
6.363636363636364646e-01,1.123236592855785920e+00
8.787878787878788955e-01,5.298597263393298729e-01
7.676767676767677351e-01,1.078853133939317255e+00
3.232323232323232598e-01,7.947021334779567070e-01
7.373737373737374590e-01,1.189761083604641057e+00
3.030303030303030387e-01,8.939534422899029220e-01
9.595959595959596689e-01,-2.061932720914109729e-01
1.616161616161616299e-01,8.097369820668737228e-01
4.545454545454545858e-01,1.249558735309483470e+00
9.191919191919192267e-01,2.757874556030332491e-01
8.282828282828283983e-01,8.997339535788588805e-01
6.060606060606060774e-02,3.641303386366983030e-01
4.141414141414141992e-01,1.387442286610051534e+00
3.333333333333333703e-01,1.056076020628273104e+00
5.959595959595960224e-01,1.234236225244772056e+00
2.121212121212121271e-01,1.006267926211456221e+00
8.585858585858586745e-01,7.105223760237928676e-01
9.494949494949496138e-01,-1.607289588048677609e-01
1.010101010101010187e-02,4.790809765432724743e-01
1.717171717171717404e-01,8.616485540740156379e-01
4.848484848484848619e-01,1.013953004915127298e+00
5.454545454545455252e-01,1.389953402386778558e+00
2.626262626262626521e-01,9.929541678687383577e-01
3.636363636363636465e-01,1.154291663824321468e+00
6.969696969696970168e-01,1.308274723615575175e+00
3.737373737373737570e-01,1.058457240084290873e+00
3.030303030303030387e-02,6.417575632015940501e-01
8.989898989898991166e-01,5.779947125216484682e-01
8.686868686868687295e-01,4.102077171562816260e-01
3.131313131313131493e-01,9.318771993287053856e-01
5.656565656565657463e-01,1.045393201145259576e+00
3.838383838383838675e-01,1.322763368883155266e+00
7.575757575757576801e-01,1.099198242923162150e+00
2.424242424242424310e-01,7.111269171771831266e-01
5.858585858585858563e-01,1.443377044587936586e+00
1.000000000000000000e+00,-1.990330296099682705e-01
2.828282828282828731e-01,1.201207087241356941e+00
6.161616161616162435e-01,1.205948626466917695e+00
7.171717171717172379e-01,1.034799920778909810e+00
5.555555555555555802e-01,1.328935140901916778e+00
9.898989898989899450e-01,-1.560259523512856350e-01
8.080808080808081773e-01,7.429535578669770324e-01
9.090909090909091717e-01,2.405165074666230640e-01
3.939393939393939781e-01,1.126509212878717525e+00
7.272727272727272929e-01,1.033003493632222769e+00
2.020202020202020374e-02,4.832311097092740204e-01
1.010101010101010222e-01,3.638392130555306858e-01
7.777777777777777901e-01,1.124347406123637372e+00
7.878787878787879562e-01,1.028121078845080305e+00
8.181818181818182323e-01,7.251537625983209834e-01
