-7.661338269877145946e-01,-5.576419790278414057e-01,1.000000000000000000e+00
8.496150977743439636e-01,-3.616677984156329573e-01,1.000000000000000000e+00
1.311918597591109070e-01,-6.789202164870939971e-01,1.000000000000000000e+00
-2.363348918698142120e-01,7.347274262587911720e-01,1.000000000000000000e+00
-9.201351407582879505e-01,-1.477776827233976686e-01,0.000000000000000000e+00
1.038641142702897646e+00,-8.713575235518852824e-02,0.000000000000000000e+00
-7.198234324033854215e-01,1.631354220064179794e-01,1.000000000000000000e+00
5.145525744689853909e-01,-7.378106791299603451e-01,1.000000000000000000e+00
1.955974670475922883e-01,6.674125179253810325e-01,1.000000000000000000e+00
4.058430902186640488e-01,-8.532021219417763591e-01,1.000000000000000000e+00
-1.040243270677207788e+00,4.669525912691469688e-02,0.000000000000000000e+00
1.837123428193541963e-02,-8.073558509835198072e-01,1.000000000000000000e+00
3.186665727852805441e-02,-1.085711155608815925e+00,0.000000000000000000e+00
4.043603802236523936e-01,9.146746293554887108e-01,0.000000000000000000e+00
-5.352205949586804623e-01,9.566428766514902815e-01,0.000000000000000000e+00
8.895228791047615768e-01,3.885281921999003130e-01,0.000000000000000000e+00
-9.773619717208634761e-01,2.102717865375607620e-01,0.000000000000000000e+00
5.214666773308085368e-01,-8.920796671186180804e-01,0.000000000000000000e+00
4.967974798655409030e-01,4.498760295404565790e-01,1.000000000000000000e+00
5.925673985409756206e-01,7.854666248579657006e-01,1.000000000000000000e+00
1.077822139752731001e+00,-3.207300551751681161e-01,0.000000000000000000e+00
-6.698950864051023135e-01,-7.868840406716669511e-01,1.000000000000000000e+00
-7.859750934877374196e-01,-2.430489112526652562e-01,1.000000000000000000e+00
6.780530690365633717e-01,7.820557271815039568e-01,1.000000000000000000e+00
-2.295633846696993330e-01,-1.079044758699065465e+00,0.000000000000000000e+00
-1.078043396838267887e+00,1.698696818401095598e-01,0.000000000000000000e+00
-2.273344323476540474e-01,8.898783822201784544e-01,0.000000000000000000e+00
4.823967675266975785e-01,1.045289633953780273e+00,0.000000000000000000e+00
6.943079461325528667e-01,5.598417947998207689e-01,1.000000000000000000e+00
4.696158358093194263e-01,8.583688922082420847e-01,0.000000000000000000e+00
7.058104864060193995e-01,5.046363275651341018e-01,1.000000000000000000e+00
1.832020643684554861e-01,7.702826843107922761e-01,1.000000000000000000e+00
4.382778034570768977e-01,6.802835489553296089e-01,1.000000000000000000e+00
-9.696615782394137906e-01,-6.615899989829905348e-01,0.000000000000000000e+00
-5.321185750438931494e-01,-5.422234850374543225e-01,1.000000000000000000e+00
8.612213473391018559e-02,7.287134972294302404e-01,1.000000000000000000e+00
7.103087499447002795e-02,-9.014033776358583161e-01,0.000000000000000000e+00
-6.373621440305453634e-01,-2.510717548810138533e-01,1.000000000000000000e+00
4.013648473177018339e-01,-1.004787329661989137e+00,0.000000000000000000e+00
-1.512102518209931246e-01,-9.205665701423094704e-01,0.000000000000000000e+00
7.920596129730820278e-01,2.734780923243911310e-01,1.000000000000000000e+00
-8.315051291465277439e-01,3.251989777681153493e-01,1.000000000000000000e+00
-4.060320969159133542e-01,-8.384797426934296194e-01,1.000000000000000000e+00
8.511921178340613459e-01,7.488642194261279084e-01,0.000000000000000000e+00
5.636723620619217279e-01,-6.430203005573086328e-01,1.000000000000000000e+00
6.162754553946669933e-01,-9.033984974648741062e-01,0.000000000000000000e+00
-2.948856026462895463e-01,9.562691377046232954e-01,0.000000000000000000e+00
7.435962911316996715e-01,-7.719568171733433293e-02,1.000000000000000000e+00
-4.584702211997901955e-01,6.434535573475176351e-01,1.000000000000000000e+00
-9.635106201905833112e-01,-5.530544663366294966e-02,0.000000000000000000e+00
-3.951649828621734417e-01,-6.597727237347776885e-01,1.000000000000000000e+00
-4.241570205368287438e-01,7.465945246829263082e-01,1.000000000000000000e+00
-8.497339460877988415e-01,-2.919037596732425577e-01,1.000000000000000000e+00
3.801574268712527571e-01,9.795910624716791526e-01,0.000000000000000000e+00
-1.014077836911505326e+00,-1.058795490386008065e-01,0.000000000000000000e+00
6.136792813692487636e-01,-6.202555245296352826e-01,1.000000000000000000e+00
-9.964437688942261451e-01,-2.209439398898418450e-01,0.000000000000000000e+00
-6.884864372040009339e-01,-6.195193642166378911e-01,1.000000000000000000e+00
8.280127024723377138e-01,2.564996355542594753e-01,1.000000000000000000e+00
-4.659820570432678388e-01,-7.323402758172640192e-01,1.000000000000000000e+00
1.185435327340898404e+00,-2.027696528274488263e-01,0.000000000000000000e+00
-4.756760350493187128e-01,-6.766948309046947330e-01,1.000000000000000000e+00
5.956021369451287573e-01,3.822903055508658499e-01,1.000000000000000000e+00
-9.606759859562372661e-01,-2.669221498716889407e-01,0.000000000000000000e+00
7.072919410558062836e-01,4.435192989079915216e-01,1.000000000000000000e+00
-1.526788136502470472e-01,-9.458654689811994976e-01,0.000000000000000000e+00
-8.723533080467438250e-01,-4.991869907605581691e-01,0.000000000000000000e+00
9.198841261785177803e-01,-3.920185088182065458e-03,0.000000000000000000e+00
-3.102156775564541280e-01,-1.003425523879039050e+00,0.000000000000000000e+00
-7.626322830082082893e-01,6.748730240673390668e-01,1.000000000000000000e+00
-7.432197025169501314e-01,2.775721735435688897e-01,1.000000000000000000e+00
-8.043963003022613911e-02,7.891350035460675816e-01,1.000000000000000000e+00
-8.333133633692378639e-02,1.038625411639346963e+00,0.000000000000000000e+00
