9.866986698669867328e-01,1.181245055982042269e-01
2.406240624062406241e-01,-2.422640376803734952e-02
1.397139713971397301e-01,4.364267214299276387e-02
4.049404940494049643e-01,3.896072091541013908e-03
6.707670767076707730e-01,5.234799887899412862e-01
2.312231223122312440e-01,-2.136186582550280919e-02
3.372337233723372574e-01,-3.525369254627397364e-02
3.131313131313131493e-01,-4.381411740454005388e-02
1.847184718471847342e-01,1.031743255391943427e-02
5.339533953395340093e-01,2.320257424987759720e-01
2.275227522752275300e-01,-1.585163494735043060e-02
5.180518051805180768e-01,1.944560026073653691e-01
5.700570057005700519e-01,3.388201626173597547e-01
3.795379537953795235e-01,-1.706337700081531072e-02
1.521152115211521216e-01,3.315548569760592285e-02
4.061406140614061688e-01,7.137477782310808726e-03
4.252425242524252580e-01,2.608684562719450900e-02
3.589358935893589564e-01,-2.812688648541362968e-02
7.130713071307130668e-02,5.354556560495488116e-02
9.930993099309931571e-01,7.033598943513141855e-02
1.632163216321632082e-01,2.247573545579445789e-02
9.551955195519552522e-01,4.006788195176964607e-01
6.159615961596159872e-01,4.468982227835591736e-01
8.209820982098210429e-01,7.708284497526340928e-01
5.037503750375037503e-01,1.650090674421646197e-01
5.623562356235624060e-01,2.954166128352688769e-01
8.407840784078408625e-01,8.589719522344410052e-01
2.203220322032203304e-01,-1.182758037224226379e-02
3.420342034203420478e-02,3.999623484866801637e-02
5.203520352035203578e-01,1.914836766220247288e-01
9.377937793779378417e-01,5.096345114624765138e-01
8.380838083808381245e-02,4.194605542325004904e-02
8.519851985198519939e-01,8.644216995138664927e-01
2.597259725972597133e-01,-3.524018802091129221e-02
6.478647864786478694e-01,4.672181388326597240e-01
9.701970197019702535e-01,3.065801407465703621e-01
2.849284928492849533e-01,-4.686949313775963522e-02
7.125712571257125649e-01,6.959912837643349448e-01
6.867686768676868336e-01,5.844091303172717078e-01
2.560256025602560340e-02,2.856400681763724553e-02
4.286428642864286709e-01,3.117275195243796385e-02
1.239123912391239118e-01,4.414689376484575573e-02
7.802780278027803273e-01,6.671418210236881308e-01
1.861186118611861118e-01,9.112861365962860588e-03
2.182218221822182225e-01,-1.051437858212607435e-02
6.504650465046505348e-01,4.609048042404295109e-01
8.348834883488348568e-01,7.932197626894197384e-01
5.008500850085008116e-01,1.656610355647629429e-01
7.291729172917291724e-01,7.481751549251508537e-01
9.679967996799679897e-01,2.786422788429304132e-01
8.609860986098609725e-01,7.495651161220179270e-01
8.327832783278328321e-01,6.632518928913646583e-01
7.536753675367536820e-01,7.411549258647386340e-01
9.649964996499650338e-01,2.932737490689881765e-01
9.637963796379638293e-01,3.019320924417382423e-01
3.459345934593459626e-01,-3.650392477592966783e-02
4.160416041604160509e-02,4.436184204745532295e-02
8.438843884388439465e-01,8.008853647820426414e-01
1.589158915891589197e-01,2.031401051176894706e-02
6.759675967596759927e-01,5.922208892059162011e-01
9.388938893889389181e-01,4.382711836593199961e-01
6.945694569456946077e-01,4.843818050510428908e-01
2.049204920492049276e-01,-2.541415030565279468e-03
9.422942294229422755e-01,4.343131071254796027e-01
3.523352335233523314e-01,-2.971897153426078519e-02
7.756775677567756544e-01,7.514048444756311618e-01
1.107110711071107173e-01,5.252070133597898371e-02
4.634463446344634363e-01,7.504116391807999498e-02
2.432243224322432340e-01,-2.751458510262640156e-02
8.747874787478747693e-01,6.450352917437525146e-01
5.521552155215522228e-01,2.394256734780842444e-01
3.496349634963496489e-01,-4.094572010547872787e-02
9.166916691669166894e-01,5.621447751377210977e-01
